,actual_class,predicted_class,correct_prediction,prediction_probability,confidence,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
11802,edible,edible,True,0.0020319595539110336,high,1.0,f,g,n,t,a,unknown,p,6.02,1.07,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
42383,edible,edible,True,8.023084690644349e-05,high,6.67,f,y,n,f,e,c,p,4.79,12.99,unknown,unknown,w,unknown,unknown,t,l,unknown,w,a
12741,poisonous,poisonous,True,0.9999768874363646,high,0.62,x,g,o,f,unknown,unknown,y,3.45,0.83,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
11452,edible,edible,True,0.0017547782004830432,high,1.58,c,g,n,f,a,unknown,g,5.41,1.86,unknown,unknown,g,unknown,unknown,f,f,unknown,d,u
32487,poisonous,poisonous,True,0.9999899399568355,high,2.52,x,d,w,f,a,d,w,3.45,2.56,unknown,h,w,unknown,unknown,f,f,unknown,g,a
9570,poisonous,poisonous,True,0.9944838523413366,high,1.05,x,g,w,f,a,d,w,2.84,1.4,unknown,unknown,n,unknown,unknown,f,f,unknown,l,u
18457,poisonous,poisonous,True,0.9999913335819757,high,9.05,f,y,y,f,s,c,y,7.19,17.26,unknown,y,y,unknown,unknown,f,f,unknown,d,a
46443,edible,edible,True,0.0023812289003038926,high,4.39,f,unknown,y,f,x,c,u,6.66,3.99,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
35689,poisonous,poisonous,True,0.9998633700636088,high,4.47,x,h,n,f,a,c,n,4.57,5.8,unknown,y,n,unknown,unknown,t,z,unknown,d,w
22566,edible,edible,True,0.0038710263610207234,high,8.17,x,h,y,t,x,c,y,7.53,13.19,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
778,poisonous,poisonous,True,0.9982468769123835,high,12.17,f,unknown,n,f,e,unknown,w,11.16,15.44,unknown,unknown,w,u,w,t,e,unknown,d,a
25418,poisonous,poisonous,True,0.9990479267481192,high,7.91,f,h,e,f,x,d,w,6.47,18.73,b,unknown,w,unknown,unknown,f,f,unknown,d,a
58979,poisonous,poisonous,True,0.999974952099004,high,5.12,s,k,y,f,p,unknown,n,3.35,5.61,unknown,k,n,unknown,unknown,t,f,unknown,d,u
8263,poisonous,poisonous,True,0.9983616563089309,high,2.44,f,unknown,n,f,x,c,p,6.59,3.19,unknown,unknown,n,unknown,unknown,f,f,unknown,l,a
11320,edible,edible,True,0.000475744716815142,high,1.42,c,g,n,f,a,unknown,g,4.97,1.35,unknown,unknown,g,unknown,unknown,f,f,unknown,l,a
44565,poisonous,poisonous,True,0.9646225755476594,high,8.17,p,y,n,f,unknown,unknown,k,14.68,18.05,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
41796,poisonous,poisonous,True,0.9995107679753372,high,1.51,b,h,n,f,a,unknown,n,4.12,1.52,unknown,t,n,unknown,unknown,f,f,unknown,h,a
227,poisonous,poisonous,True,0.9999719989690139,high,16.92,x,g,e,f,e,unknown,w,18.35,18.14,s,y,w,u,w,t,g,unknown,d,a
41294,poisonous,poisonous,True,0.9997388988878646,high,5.68,f,k,n,f,d,c,y,5.87,6.28,unknown,i,y,unknown,unknown,t,unknown,unknown,d,a
25448,poisonous,poisonous,True,0.999272930042019,high,6.91,x,t,e,f,x,d,w,6.03,16.36,b,unknown,w,unknown,unknown,f,f,unknown,d,a
25757,poisonous,poisonous,True,0.9993972628043036,high,6.46,x,t,e,f,x,d,w,5.49,17.13,b,unknown,w,unknown,unknown,f,f,unknown,d,a
30552,edible,edible,True,0.002231041901268586,high,9.36,s,t,o,t,d,c,o,5.83,17.93,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
19570,poisonous,poisonous,True,0.9999257616565336,high,1.26,f,y,o,f,d,unknown,y,2.28,4.72,unknown,unknown,y,unknown,unknown,f,f,unknown,h,a
59150,poisonous,poisonous,True,0.9997471322497912,high,4.8,f,k,n,f,p,unknown,n,2.84,4.46,unknown,k,n,unknown,unknown,t,f,unknown,d,u
38683,poisonous,poisonous,True,0.9999170309687907,high,6.7,x,unknown,n,t,x,unknown,u,8.48,19.69,s,unknown,g,unknown,u,f,f,unknown,d,a
3830,poisonous,poisonous,True,0.9999795734122483,high,3.51,b,y,p,f,e,c,w,4.97,3.65,unknown,k,w,unknown,unknown,t,e,unknown,m,u
33445,poisonous,poisonous,True,0.9979450094952936,high,10.17,x,h,y,f,s,unknown,y,7.21,17.09,unknown,i,n,unknown,unknown,f,f,unknown,d,a
13091,poisonous,poisonous,True,0.9997026844841016,high,0.68,x,unknown,o,f,d,unknown,o,4.72,0.99,unknown,unknown,o,unknown,unknown,f,f,w,g,a
20024,poisonous,poisonous,True,0.9991661935949833,high,5.7,b,s,k,f,e,unknown,g,6.89,7.17,unknown,unknown,y,unknown,unknown,f,f,unknown,m,a
16118,edible,edible,True,3.204150721561455e-06,high,5.69,f,h,k,f,s,d,g,4.64,10.58,unknown,s,g,unknown,unknown,f,f,unknown,d,a
17965,edible,edible,True,0.002334792271563528,high,8.73,x,unknown,g,f,a,unknown,w,7.85,15.07,unknown,unknown,g,unknown,unknown,f,f,unknown,g,a
12690,edible,edible,True,0.0013570507687687115,high,1.36,x,s,y,f,a,unknown,w,4.86,1.78,unknown,t,y,unknown,unknown,f,f,unknown,g,u
57321,poisonous,poisonous,True,0.9975572342847139,high,1.52,o,k,n,f,unknown,unknown,n,5.22,1.59,unknown,unknown,n,unknown,unknown,f,f,unknown,d,w
54296,poisonous,poisonous,True,0.9995803461225078,high,4.14,s,d,y,f,d,c,y,3.2,6.05,unknown,unknown,o,unknown,unknown,f,f,unknown,d,a
40983,poisonous,poisonous,True,0.9999056474500372,high,5.68,x,d,n,f,a,c,y,5.24,6.46,unknown,i,y,unknown,unknown,t,unknown,unknown,d,u
50215,poisonous,poisonous,True,0.9966593211065274,high,10.97,x,e,y,t,p,unknown,e,8.54,22.45,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
14660,edible,edible,True,0.00034160384263750714,high,3.85,f,h,n,f,a,d,y,5.88,5.94,unknown,s,o,unknown,unknown,f,f,unknown,d,a
23343,poisonous,poisonous,True,0.9798170954162416,high,4.04,f,unknown,u,f,a,unknown,w,4.41,6.95,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
50868,poisonous,poisonous,True,0.9998678570630517,high,10.12,p,unknown,n,f,p,unknown,w,10.22,27.38,c,unknown,n,unknown,unknown,f,f,w,d,u
37800,poisonous,poisonous,True,0.999942466016586,high,1.13,b,t,y,f,unknown,c,g,3.47,2.48,unknown,unknown,n,unknown,unknown,t,f,unknown,m,a
26848,edible,edible,True,0.00414481559721149,high,11.06,s,unknown,w,t,d,c,y,5.03,22.74,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
47097,poisonous,poisonous,True,0.9996826951480882,high,1.65,x,unknown,n,f,unknown,unknown,k,5.21,2.92,unknown,s,n,unknown,unknown,f,f,k,g,a
16961,poisonous,poisonous,True,0.9998341985945315,high,5.07,f,unknown,y,f,s,d,y,4.97,11.89,unknown,i,y,unknown,unknown,f,f,unknown,d,a
37129,poisonous,poisonous,True,0.9999925466827558,high,4.23,b,t,l,f,s,c,g,5.5,7.04,unknown,y,n,unknown,unknown,t,e,u,m,u
14756,edible,edible,True,5.724148409723532e-05,high,4.0,x,h,n,f,a,d,y,6.56,5.79,unknown,k,n,unknown,unknown,f,f,unknown,d,s
15954,edible,edible,True,3.2077989285628347e-06,high,6.24,f,h,k,f,s,d,g,4.59,8.87,unknown,s,g,unknown,unknown,f,f,unknown,d,u
6737,edible,edible,True,0.010498666062688067,high,4.74,x,unknown,r,f,d,unknown,r,5.91,7.52,unknown,unknown,r,unknown,unknown,f,f,unknown,d,u
4404,edible,edible,True,5.577640499866341e-06,high,2.85,s,y,n,f,d,d,p,6.31,3.33,unknown,i,n,unknown,unknown,f,f,unknown,l,a
36621,poisonous,poisonous,True,0.9999730002093465,high,3.11,x,s,y,f,unknown,c,k,7.56,7.15,unknown,unknown,y,u,w,t,z,r,d,a
25973,poisonous,poisonous,True,0.9992140809009065,high,4.93,x,unknown,e,f,unknown,c,w,4.6,13.96,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
38550,poisonous,poisonous,True,0.9999191629864292,high,10.04,x,unknown,g,t,x,unknown,n,10.54,22.21,s,unknown,g,unknown,u,f,f,unknown,d,a
14537,edible,edible,True,0.00021743168770345828,high,4.81,x,h,n,f,a,d,y,7.41,5.45,unknown,s,n,unknown,unknown,f,f,unknown,d,s
38815,poisonous,poisonous,True,0.9999908714909842,high,7.79,x,unknown,g,t,x,unknown,u,10.17,18.23,s,unknown,g,unknown,u,f,f,unknown,d,a
56183,poisonous,poisonous,True,0.99980884058921,high,9.26,o,e,y,f,unknown,c,y,1.82,16.39,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
29262,poisonous,poisonous,True,0.9993677223648313,high,4.74,s,unknown,e,t,d,c,w,5.22,4.86,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
35191,edible,edible,True,0.0008945033867554423,high,4.42,x,unknown,n,f,x,c,n,7.62,8.73,b,unknown,n,unknown,w,t,unknown,unknown,g,s
30094,poisonous,poisonous,True,0.9992537923746083,high,9.42,s,t,p,t,d,c,p,7.61,14.56,unknown,unknown,p,unknown,unknown,t,f,unknown,d,u
35284,edible,edible,True,0.004703322394149234,high,5.02,x,unknown,n,f,x,c,n,8.05,10.13,b,unknown,n,unknown,w,t,unknown,unknown,d,a
26641,poisonous,poisonous,True,0.9423493901356312,high,7.73,f,unknown,y,f,x,c,n,6.55,11.57,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
10553,edible,edible,True,7.963041683045028e-06,high,3.9,f,g,g,f,a,d,g,4.96,3.05,unknown,s,g,unknown,unknown,f,f,unknown,d,a
19584,poisonous,poisonous,True,0.998605569337237,high,2.6,f,s,o,f,a,unknown,o,3.33,5.51,unknown,unknown,y,unknown,unknown,f,f,unknown,h,a
6141,poisonous,poisonous,True,0.9838283956111136,high,5.81,f,unknown,n,f,d,c,w,5.44,10.23,b,unknown,n,unknown,unknown,f,f,unknown,l,w
54892,edible,edible,True,7.861329117581229e-05,high,3.51,s,unknown,n,f,f,f,f,6.44,6.74,unknown,unknown,o,unknown,unknown,f,f,unknown,d,a
44003,edible,edible,True,0.0003923196382488289,high,10.44,p,y,w,f,e,c,p,14.68,12.1,unknown,s,w,unknown,unknown,t,e,unknown,g,w
5129,edible,edible,True,0.0013966686750474622,high,13.82,f,unknown,u,f,s,c,u,8.54,22.48,unknown,unknown,u,unknown,unknown,f,f,unknown,l,a
8668,edible,edible,True,4.415679990020068e-05,high,5.88,f,s,n,f,x,c,w,7.36,10.63,unknown,s,n,unknown,unknown,f,f,unknown,l,w
14205,edible,edible,True,1.3300278024826383e-05,high,6.64,x,t,g,f,a,d,n,6.1,5.65,unknown,t,g,unknown,unknown,t,l,unknown,d,w
11945,edible,edible,True,0.002994453257751834,high,0.97,f,g,n,t,a,unknown,p,5.15,0.92,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
13627,poisonous,poisonous,True,0.9999015149521134,high,1.67,x,g,y,f,d,d,n,1.83,2.54,unknown,s,n,unknown,unknown,f,f,unknown,h,a
48195,poisonous,poisonous,True,0.9999992761182015,high,8.21,x,i,y,f,a,c,k,7.98,7.9,unknown,i,n,unknown,k,t,z,k,g,a
7114,poisonous,poisonous,True,0.97993619256327,high,2.28,f,s,w,f,d,c,w,2.73,7.12,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
33090,poisonous,poisonous,True,0.9999083602343666,high,1.98,f,i,l,f,a,unknown,w,4.52,2.51,unknown,unknown,w,unknown,unknown,f,f,p,g,a
37583,poisonous,poisonous,True,0.9999927925956741,high,1.86,p,t,n,f,a,c,n,5.7,2.35,unknown,t,y,unknown,unknown,t,e,unknown,m,a
44820,poisonous,poisonous,True,0.9640150934855035,high,8.38,p,y,n,f,unknown,unknown,k,14.75,17.2,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
41372,poisonous,poisonous,True,0.9999782548893196,high,11.36,x,d,y,f,a,unknown,o,11.49,25.25,r,unknown,o,unknown,unknown,t,r,n,d,a
57086,edible,edible,True,2.881259366509864e-05,high,8.66,f,e,b,f,unknown,c,b,4.86,18.2,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
55799,edible,edible,True,0.004860620864771786,high,6.89,o,unknown,n,f,unknown,unknown,w,4.56,21.5,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
50516,edible,edible,True,0.003602645344114733,high,2.96,x,k,n,f,p,unknown,n,4.01,10.02,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
6303,poisonous,poisonous,True,0.9947583340308087,high,5.76,f,unknown,g,f,d,c,y,5.76,10.14,b,unknown,n,unknown,unknown,f,f,unknown,l,a
11896,edible,edible,True,0.0017289071419743477,high,0.88,f,g,e,t,a,unknown,p,4.92,0.95,unknown,unknown,n,unknown,unknown,f,f,unknown,h,u
13379,poisonous,poisonous,True,0.9998509429085327,high,0.73,f,unknown,o,f,d,unknown,o,4.15,1.05,unknown,unknown,o,unknown,unknown,f,f,w,g,a
57497,poisonous,poisonous,True,0.9996343806310899,high,1.45,x,k,n,f,unknown,unknown,n,4.31,1.61,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
17479,edible,edible,True,0.0018402461730903505,high,7.9,f,d,w,f,s,c,w,7.19,31.52,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
30400,edible,edible,True,0.0016726447730344403,high,11.58,s,t,p,t,d,c,o,7.25,17.93,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
42519,edible,edible,True,0.00030964527005635466,high,8.48,x,y,n,f,e,c,n,5.31,13.96,unknown,unknown,w,unknown,unknown,t,r,unknown,w,a
51303,edible,edible,True,0.00018571923128372979,high,5.35,x,s,n,f,p,unknown,n,6.15,11.68,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
30077,poisonous,poisonous,True,0.9991602660043936,high,9.05,s,t,p,t,d,c,p,8.23,16.35,unknown,unknown,p,unknown,unknown,t,f,unknown,d,a
47477,poisonous,poisonous,True,0.9997263876651457,high,3.32,b,unknown,g,f,a,unknown,k,9.81,2.6,unknown,unknown,g,unknown,w,f,f,k,g,u
22328,edible,edible,True,0.003501967537054061,high,5.07,x,h,y,t,x,c,y,7.04,14.4,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
33698,edible,edible,True,0.0001146809750410318,high,7.68,x,l,w,f,d,unknown,w,3.53,10.48,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
50520,edible,edible,True,0.005845515534752437,high,3.49,x,k,n,f,p,unknown,y,4.78,9.85,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
33219,poisonous,poisonous,True,0.9979612712693918,high,10.44,x,h,y,f,s,unknown,y,7.24,17.12,unknown,i,n,unknown,unknown,f,f,unknown,d,u
49197,edible,edible,True,0.0004747311369478798,high,6.61,x,d,e,t,p,unknown,r,5.98,13.11,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
33123,poisonous,poisonous,True,0.9994111160545998,high,2.0,x,i,k,f,a,unknown,p,3.86,2.55,unknown,unknown,w,unknown,unknown,f,f,p,g,a
6354,edible,edible,True,0.001090565611284831,high,6.91,s,unknown,n,f,d,c,w,5.37,8.07,unknown,s,w,unknown,unknown,f,f,unknown,d,a
16377,edible,edible,True,0.0032524932704389264,high,6.44,x,y,g,f,s,unknown,g,5.19,8.59,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
10380,edible,edible,True,5.6544444625175415e-05,high,3.78,f,g,g,f,a,d,g,5.25,3.14,unknown,s,n,unknown,unknown,f,f,unknown,d,a
41668,poisonous,poisonous,True,0.9987119972480992,high,1.67,b,h,n,f,a,unknown,n,4.85,1.69,unknown,t,n,unknown,unknown,f,f,unknown,h,s
5303,edible,edible,True,0.0017610453242071827,high,8.43,x,unknown,g,f,s,c,p,6.58,19.72,b,unknown,u,unknown,unknown,f,f,unknown,g,a
1401,edible,edible,True,0.0030608150041096,high,9.25,x,unknown,n,t,unknown,unknown,w,9.54,17.14,b,unknown,w,u,w,t,g,unknown,d,a
9090,poisonous,poisonous,True,0.9954057471190181,high,7.03,x,unknown,n,f,x,c,w,8.99,9.85,r,i,w,unknown,unknown,f,f,unknown,d,u
52571,edible,edible,True,0.0005768116287511404,high,8.72,x,h,y,f,p,unknown,y,8.11,15.42,unknown,unknown,y,unknown,y,t,unknown,unknown,d,a
34768,poisonous,poisonous,True,0.9987194459840274,high,1.98,b,g,n,f,unknown,c,n,6.28,2.25,unknown,unknown,n,unknown,unknown,f,f,unknown,m,u
60454,edible,edible,True,0.0009438991941226106,high,5.53,p,unknown,g,f,f,f,f,4.97,23.67,unknown,unknown,n,unknown,unknown,f,f,unknown,l,s
47805,poisonous,poisonous,True,0.9999864813531187,high,4.68,b,t,n,f,unknown,unknown,k,11.82,6.62,unknown,unknown,w,unknown,unknown,t,unknown,k,g,w
27182,poisonous,poisonous,True,0.9997092712473261,high,15.67,f,k,w,t,d,d,n,6.58,29.64,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
28236,poisonous,poisonous,True,0.9999562825649054,high,7.01,s,t,r,t,d,unknown,g,4.55,12.62,unknown,t,n,unknown,unknown,f,f,unknown,d,u
18809,edible,edible,True,0.007864148793389699,high,2.02,x,s,w,f,d,d,w,2.72,4.8,unknown,unknown,w,unknown,unknown,f,f,unknown,m,w
47967,poisonous,poisonous,True,0.9999627458798935,high,5.03,b,t,n,f,unknown,unknown,n,11.96,6.96,unknown,unknown,w,unknown,unknown,t,unknown,k,g,w
25386,edible,edible,True,0.0030393191250312947,high,11.08,s,t,n,f,a,d,y,6.3,21.42,unknown,unknown,w,unknown,unknown,f,f,w,d,a
27705,poisonous,poisonous,True,0.9997042422050998,high,6.4,s,d,e,t,d,c,w,4.98,8.33,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
6824,edible,edible,True,0.00012876213223992573,high,4.36,x,unknown,l,f,a,unknown,r,5.62,6.99,unknown,unknown,r,unknown,unknown,f,f,unknown,l,u
2292,poisonous,poisonous,True,0.999984759324229,high,6.82,b,t,w,f,e,c,w,11.96,12.45,unknown,y,w,u,w,t,e,unknown,d,a
19034,edible,edible,True,0.00592192163217121,high,3.18,f,s,w,f,d,d,w,3.28,4.71,unknown,unknown,w,unknown,unknown,f,f,unknown,m,w
933,poisonous,poisonous,True,0.9889892667026169,high,12.31,x,unknown,n,f,e,unknown,w,10.55,12.86,unknown,unknown,w,u,w,t,g,unknown,d,a
54727,edible,edible,True,5.769832877577478e-05,high,3.26,s,unknown,n,f,f,f,f,6.24,6.2,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
39237,poisonous,poisonous,True,0.9995961080296625,high,5.69,c,e,w,t,x,c,p,7.2,11.77,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
12671,edible,edible,True,0.00016674491627378566,high,1.62,x,t,y,f,d,unknown,w,6.46,2.06,unknown,t,y,unknown,unknown,f,f,unknown,d,u
20641,edible,edible,True,0.0005485949742291386,high,3.59,x,s,e,f,a,c,e,3.94,6.26,unknown,unknown,o,unknown,unknown,f,f,unknown,m,w
23242,poisonous,poisonous,True,0.9756410915483297,high,9.49,x,t,n,f,a,d,w,9.44,25.92,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
21618,edible,edible,True,0.00018830574708327048,high,6.09,x,unknown,y,f,a,c,w,6.55,13.85,unknown,unknown,g,unknown,unknown,f,f,unknown,d,u
42216,edible,edible,True,8.986891260151588e-06,high,4.61,p,s,w,f,e,c,p,4.7,12.1,unknown,unknown,w,unknown,w,t,e,unknown,m,u
59115,poisonous,poisonous,True,0.9995903786920282,high,6.27,s,k,n,f,p,unknown,n,3.79,5.69,unknown,k,n,unknown,unknown,t,f,unknown,d,u
20731,edible,edible,True,0.00520628497492654,high,3.98,x,s,e,f,a,c,o,5.38,7.46,unknown,unknown,o,unknown,unknown,f,f,unknown,m,w
14240,edible,edible,True,8.599082257313062e-06,high,5.69,x,h,g,f,a,d,n,5.69,4.7,unknown,t,w,unknown,unknown,t,l,unknown,d,w
1214,edible,edible,True,0.0005447704937970946,high,8.82,f,unknown,n,t,unknown,unknown,w,10.5,18.64,b,unknown,w,u,w,t,g,unknown,d,a
29019,poisonous,poisonous,True,0.9639813613111649,high,4.8,s,unknown,n,t,d,c,p,5.65,6.36,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
29319,poisonous,poisonous,True,0.9990191704594599,high,3.42,s,w,n,t,d,c,n,3.63,6.41,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
47975,poisonous,poisonous,True,0.9999826010722416,high,3.46,b,t,n,f,unknown,unknown,n,11.45,6.7,unknown,unknown,w,unknown,unknown,t,unknown,k,g,a
50288,poisonous,poisonous,True,0.9999610111752728,high,10.18,x,e,y,t,p,unknown,o,9.5,28.67,unknown,unknown,u,unknown,unknown,f,f,unknown,d,a
22827,poisonous,poisonous,True,0.9996222890579016,high,6.63,s,t,n,f,x,c,y,6.5,14.47,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
34506,poisonous,poisonous,True,0.9999945053561429,high,1.74,c,t,y,f,unknown,unknown,y,6.21,2.69,unknown,unknown,y,unknown,unknown,f,f,unknown,g,a
26360,edible,edible,True,0.0002091849328743454,high,10.18,f,s,r,f,x,unknown,n,6.91,21.9,unknown,unknown,p,unknown,unknown,f,f,unknown,d,w
46042,edible,edible,True,6.7923228718846275e-06,high,1.46,x,w,g,f,unknown,d,k,5.24,2.63,unknown,unknown,w,unknown,unknown,f,f,unknown,g,a
53157,edible,edible,True,1.5734652736267044e-05,high,8.61,x,h,n,f,p,d,y,6.78,12.9,unknown,s,n,unknown,unknown,f,f,unknown,d,u
12174,poisonous,poisonous,True,0.9999628134321012,high,3.88,b,w,u,f,a,c,u,5.72,6.08,unknown,s,u,unknown,unknown,f,f,unknown,d,a
1002,poisonous,poisonous,True,0.9992335366492568,high,11.77,f,unknown,g,f,e,unknown,w,10.91,14.76,unknown,unknown,w,u,w,t,g,unknown,d,a
21156,poisonous,poisonous,True,0.9996767898122026,high,3.16,f,d,y,f,a,unknown,r,4.78,5.77,unknown,t,r,unknown,unknown,f,f,unknown,g,a
46709,edible,edible,True,0.0009832458855187048,high,3.58,x,h,n,f,unknown,c,n,5.76,6.58,unknown,s,w,unknown,w,f,f,k,d,a
1717,poisonous,poisonous,True,0.9997570197302956,high,7.67,f,h,r,f,unknown,c,w,10.64,14.96,unknown,unknown,w,u,w,t,p,unknown,d,u
60798,poisonous,poisonous,True,0.9977570114215147,high,1.25,f,s,y,f,f,f,f,3.21,5.8,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
58282,edible,edible,True,7.633598310507155e-05,high,49.29,o,y,y,f,p,unknown,y,7.28,38.04,unknown,k,k,unknown,unknown,f,f,unknown,d,u
59196,poisonous,poisonous,True,0.9995708117472112,high,5.48,s,k,n,f,p,unknown,n,3.8,5.83,unknown,k,n,unknown,unknown,t,f,unknown,d,u
36750,poisonous,poisonous,True,0.9999127904616701,high,5.65,x,e,e,f,a,unknown,g,8.65,10.15,unknown,unknown,y,unknown,w,t,z,unknown,d,a
56824,poisonous,poisonous,True,0.9999999996666087,high,3.35,o,s,w,f,unknown,c,w,0.0,0.0,f,f,f,unknown,unknown,f,f,n,d,u
50451,poisonous,poisonous,True,0.9998271728512814,high,12.06,x,e,y,t,p,unknown,e,10.01,31.0,unknown,unknown,e,unknown,unknown,f,f,unknown,d,u
37332,poisonous,poisonous,True,0.9999846128418356,high,5.23,x,y,l,f,s,c,g,5.96,7.03,unknown,y,l,unknown,unknown,t,e,u,m,a
33334,poisonous,poisonous,True,0.999937941136886,high,12.44,x,h,y,f,s,unknown,p,8.62,17.53,unknown,i,n,unknown,unknown,f,f,unknown,d,a
27835,poisonous,poisonous,True,0.9996927399453256,high,5.16,x,d,e,t,d,c,w,4.83,6.79,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
56344,poisonous,poisonous,True,0.9999965182975636,high,7.86,o,k,y,f,unknown,c,o,1.54,15.2,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
20371,edible,edible,True,0.0029280531466502144,high,6.1,s,d,o,f,d,d,b,6.0,12.28,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
28609,poisonous,poisonous,True,0.9918273936402509,high,6.09,f,d,n,t,d,c,w,4.92,6.71,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
44628,poisonous,poisonous,True,0.9908102469922827,high,6.6,p,y,w,f,unknown,unknown,p,11.1,16.03,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
27135,edible,edible,True,0.007852823934393419,high,11.37,s,unknown,w,t,d,c,w,6.13,26.38,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
34338,poisonous,poisonous,True,0.9996613122967885,high,1.99,f,t,n,f,unknown,unknown,n,7.23,2.98,unknown,unknown,y,unknown,unknown,f,f,unknown,g,u
30038,poisonous,poisonous,True,0.9992582134251895,high,9.64,s,t,p,t,d,c,p,8.13,13.92,unknown,unknown,p,unknown,unknown,t,f,unknown,d,u
57809,poisonous,poisonous,True,0.9999999977266947,high,4.13,o,s,r,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,u
13430,poisonous,poisonous,True,0.9999350454174231,high,1.25,x,g,y,f,d,d,n,1.59,2.31,unknown,s,n,unknown,unknown,f,f,unknown,h,a
42685,edible,edible,True,0.0003971095158135527,high,5.32,x,y,n,f,e,c,n,4.34,10.98,unknown,unknown,w,unknown,unknown,t,l,unknown,w,a
59165,poisonous,poisonous,True,0.9993557905608151,high,4.64,f,k,n,f,p,unknown,n,3.71,6.16,unknown,k,n,unknown,unknown,t,f,unknown,d,u
40824,poisonous,poisonous,True,0.9998133954096009,high,3.91,x,t,n,f,s,c,p,6.18,9.11,unknown,unknown,w,unknown,n,t,z,unknown,d,a
7012,edible,edible,True,0.00047112451426361077,high,4.58,x,unknown,r,f,a,unknown,r,6.53,9.02,unknown,unknown,r,unknown,unknown,f,f,unknown,l,u
30999,poisonous,poisonous,True,0.997546016290926,high,9.58,s,unknown,r,t,d,unknown,o,4.96,12.1,unknown,unknown,w,unknown,unknown,t,f,unknown,d,u
43461,edible,edible,True,0.00033149974887665174,high,9.88,p,i,n,t,e,unknown,p,9.14,18.21,unknown,y,w,unknown,unknown,t,l,unknown,d,a
40818,poisonous,poisonous,True,0.9996999269691866,high,4.01,x,t,n,f,s,c,n,6.22,10.3,unknown,unknown,w,unknown,n,t,z,unknown,d,u
38239,poisonous,poisonous,True,0.999893146360766,high,9.24,x,e,n,f,a,unknown,n,10.8,13.42,s,unknown,n,unknown,e,f,f,unknown,d,a
28086,poisonous,poisonous,True,0.9996598949860113,high,8.5,s,t,r,t,d,unknown,w,4.56,11.82,unknown,t,n,unknown,unknown,f,f,unknown,d,a
